date,Ticker,MarketCapUSD,BookYield,EarningsYield
2016-01-31,ACT SJ Equity,173893057,0.472997822096348,7.70910473084835
2016-01-31,ADH SJ Equity,400026945,0.202357356768461,3.25632644831735
2016-01-31,ADR SJ Equity,121854681,1.35512090023614,15.4890984431577
2016-01-31,AFE SJ Equity,642068993,0.811373369932581,12.2830241478445
2016-01-31,AFH SJ Equity,451125153,0.835227269194545,8.5880186840845
2016-01-31,AFT SJ Equity,206802065,0.293101758592127,6.57862454289223
2016-01-31,AFX SJ Equity,344829185,0.637889152371883,1.5077563223429
2016-01-31,AGL SJ Equity,5106916865,4.30405055414507,-137.992991867416
2016-01-31,AIP SJ Equity,430744737,0.458282957988234,4.11028750649765
2016-01-31,AMS SJ Equity,3922926081,0.859092335235764,5.13455370102389
2016-01-31,ANG SJ Equity,3460176897,0.764007929501012,1.0598084785817
2016-01-31,APF SJ Equity,287124353,1.17665524032343,20.5111931723023
2016-01-31,APN SJ Equity,7716632577,0.278125905558079,4.27899576031142
2016-01-31,AQP SJ Equity,272293761,1.37910707266502,-38.0992837224449
2016-01-31,ARI SJ Equity,781963265,2.05580069741864,14.0820431862273
2016-01-31,ARL SJ Equity,262418577,0.565736510042074,20.6763936093814
2016-01-31,ASC SJ Equity,310019937,0.372338397424628,4.42535762984657
2016-01-31,ASR SJ Equity,726279681,2.08522186568392,23.1623391072041
2016-01-31,ATT SJ Equity,792090497,1.08422237100296,0.125941833211149
2016-01-31,AVI SJ Equity,1736623489,0.154762194583398,5.27788581314539
2016-01-31,AWA SJ Equity,464068001,1.01526312775011,14.7742542109339
2016-01-31,AWB SJ Equity,464068001,1.01526312775011,14.7742542109339
2016-01-31,BAT SJ Equity,5381892097,0.75043149933727,47.1746580186853
2016-01-31,BAW SJ Equity,945119105,1.21631389595724,11.5237492865318
2016-01-31,BGA SJ Equity,7671604225,0.68500283378815,11.2303084068715
2016-01-31,BIL SJ Equity,55212236801,1.26532099921301,6.00897368750334
2016-01-31,BLU SJ Equity,520245761,0.471821758686656,6.71086096449976
2016-01-31,BRN SJ Equity,203906785,0.915250910786601,-17.968364226221
2016-01-31,BTI SJ Equity,102431801345,0.0824283144522366,5.55101423802568
2016-01-31,BVT SJ Equity,7690031617,0.306814698382252,5.16554862473644
2016-01-31,BWN SJ Equity,226178001,0.232045784064853,NA
2016-01-31,CAT SJ Equity,387814849,0.866794564899322,7.02637399800362
2016-01-31,CCO SJ Equity,4443276289,0.89056593841135,18.5804568109737
2016-01-31,CFR SJ Equity,37148319745,0.417803638148925,4.78123002541137
