date,Ticker,MarketCapUSD,BookYield,EarningsYield
2016-03-31,ACT SJ Equity,189050161,0.410655837852896,6.93107621467848
2016-03-31,ADH SJ Equity,496745825,0.308929954403964,3.66845210859881
2016-03-31,ADR SJ Equity,112263561,1.5927186889267,18.2048528369268
2016-03-31,AFE SJ Equity,757355457,0.889271543498616,9.8340000629425
2016-03-31,AFH SJ Equity,611752449,0.666935214588827,6.85759708191309
2016-03-31,AFT SJ Equity,224907985,0.291827398258707,6.55002171837766
2016-03-31,AFX SJ Equity,416795649,0.62263333762113,7.80174759663109
2016-03-31,AGL SJ Equity,10140030977,1.62329403118809,-54.9500905560949
2016-03-31,AIP SJ Equity,526233313,0.462800988257253,4.00718600325806
2016-03-31,AMS SJ Equity,6642785793,0.414356130201978,0.113410479087516
2016-03-31,ANG SJ Equity,5691981825,0.430807341584947,-1.29443260135538
2016-03-31,APF SJ Equity,330881953,1.11596254943813,19.4532116461649
2016-03-31,APN SJ Equity,9945518081,0.295699541180717,3.21077837968388
2016-03-31,AQP SJ Equity,292791393,0.83242844076389,-40.6721015579727
2016-03-31,ARI SJ Equity,1410007553,1.1367426891886,5.93036930263134
2016-03-31,ARL SJ Equity,323165793,0.497440383034783,18.1803241867203
2016-03-31,ASC SJ Equity,423901089,0.307957892132075,4.1862449483859
2016-03-31,ASR SJ Equity,1529913729,1.08923635263384,10.389261189751
2016-03-31,ATT SJ Equity,992583745,0.936879352051172,0.108826663469275
2016-03-31,AVI SJ Equity,2055326721,0.143580303922228,5.16630307255916
2016-03-31,AWA SJ Equity,576148161,0.941382486945463,13.6991325615016
2016-03-31,BAT SJ Equity,5918003201,0.738972801053167,46.4543255521387
2016-03-31,BAW SJ Equity,1094480385,1.13731778743921,10.7753147317683
2016-03-31,BGA SJ Equity,8631863297,0.705869001431117,11.2901077303277
2016-03-31,BIL SJ Equity,65323126785,0.930247908972676,-10.8692992304225
2016-03-31,BLU SJ Equity,700150593,0.395380781933519,6.09067466552141
2016-03-31,BRN SJ Equity,222456737,0.803143552244627,-22.7380996108055
2016-03-31,BTI SJ Equity,109200490497,0.0641928541948941,5.65200618825658
2016-03-31,BVT SJ Equity,8515520513,0.34580700087151,5.36031473916594
2016-03-31,BWN SJ Equity,224983713,0.252598406859807,NA
2016-03-31,CAT SJ Equity,406317825,0.873589318580627,7.0069998806715
2016-03-31,CCO SJ Equity,4011832833,1.05668727633438,15.55468486835
2016-03-31,CFR SJ Equity,38102822913,0.428855479715166,4.90770426332541
2016-03-31,CGR SJ Equity,194171041,0.281653158677547,6.44819450737412
2016-03-31,CHP SJ Equity,466837729,0.279252154939795,4.06518602815135
2016-03-31,CIL SJ Equity,306483585,0.625220112938969,7.69758531688738
2016-03-31,CLH SJ Equity,434062529,0.128524578434431,5.41016662120819
2016-03-31,CLI SJ Equity,326789633,0.136090501989167,7.98798015076538
2016-03-31,CLR SJ Equity,222703473,0.796412100991233,10.1031166127249
2016-03-31,CLS SJ Equity,1628129665,0.0863509974660016,4.1119490538703
2016-03-31,CML SJ Equity,1747626497,0.084486703531895,7.0370026955591
2016-03-31,COH SJ Equity,1055433665,0.199182667060692,0.661189862906411
2016-03-31,CPI SJ Equity,4509936641,0.203543752666155,4.86848357513876
2016-03-31,CSB SJ Equity,551114497,0.181085326208892,4.79244200123681
2016-03-31,CVH SJ Equity,531961825,0.325810834588521,4.926092351422
2016-03-31,DLT SJ Equity,242028369,1.44627059311679,23.7388566119762
2016-03-31,DST SJ Equity,2373560833,0.317808232886928,4.66708291199556
2016-03-31,DSY SJ Equity,5354286081,0.390123106315205,4.61695810011875
2016-03-31,DTC SJ Equity,655367553,1.32327845641083,12.0285572275566
2016-03-31,EMI SJ Equity,526483617,1.18895823771306,NA
2016-03-31,EOH SJ Equity,1374456193,0.286000536457984,4.37038179949502
2016-03-31,EXX SJ Equity,1755025409,1.35855854548348,6.35356935163339
2016-03-31,FBR SJ Equity,794205761,0.125401913820502,4.2557487496913
2016-03-31,FFA SJ Equity,3668782337,2.2596570445117,29.2446888968392
2016-03-31,FFB SJ Equity,3668782337,2.2596570445117,29.2446888968392
2016-03-31,FGL SJ Equity,131782385,0.183966799877335,3.13319599603139
2016-03-31,FSR SJ Equity,18468564993,0.353505187649277,7.99434178356423
2016-03-31,GFI SJ Equity,3268460545,0.906297815506481,-0.961927673494129
2016-03-31,GND SJ Equity,597419521,2.21530581995738,6.47040864227218
2016-03-31,GPL SJ Equity,123103889,1.29691945641334,4.95630290385709
2016-03-31,GRF SJ Equity,161457537,1.44066111823685,10.7486754344745
2016-03-31,GRT SJ Equity,4745300993,1.02102788872107,5.61937043317309
2016-03-31,HAR SJ Equity,1577072385,1.16054568305454,-2.24625702359772
2016-03-31,HCI SJ Equity,802120641,1.33187501840433,9.57973648808103
2016-03-31,HDC SJ Equity,251069089,0.499903119468689,10.7792871431068
2016-03-31,HSP SJ Equity,179132977,0.355202796118778,6.94906436243265
2016-03-31,HYP SJ Equity,1948333697,0.801729001101066,20.0928418405806
2016-03-31,IAP SJ Equity,293788673,0.791985385492701,6.61990674935369
2016-03-31,ILU SJ Equity,163519665,1.00067846131325,11.0039932692051
2016-03-31,ILV SJ Equity,647591233,0.534727819285318,3.85857639707431
2016-03-31,IMP SJ Equity,2350650625,1.70277759819843,0.489850977507043
2016-03-31,INL SJ Equity,6734402561,1.0434970582736,8.08898058898704
2016-03-31,INP SJ Equity,6734402561,0.71896321901461,6.42626371529044
2016-03-31,IPF SJ Equity,681568513,1.05497448441766,15.7426306846629
2016-03-31,IPL SJ Equity,2075925121,0.638237129180467,11.0882051356581
2016-03-31,ITE SJ Equity,844024961,0.243167237011592,6.61494152347247
2016-03-31,ITU SJ Equity,6068208129,1.18250038421194,12.5956506174775
2016-03-31,IVT SJ Equity,386154593,0.686638477946649,12.0219548681767
2016-03-31,JSE SJ Equity,881102273,0.228391071137805,6.89480739023862
2016-03-31,KAP SJ Equity,1071642753,0.510516661426387,6.59573658290166
2016-03-31,KIO SJ Equity,1743778305,0.754211511302083,14.8753077658896
2016-03-31,KST SJ Equity,607467649,0.19179020430953,4.36668138699912
2016-03-31,LBH SJ Equity,2816341249,0.525401894941802,10.5812287661173
2016-03-31,LEW SJ Equity,313700033,1.29893941945015,17.7539068176391
2016-03-31,LHC SJ Equity,2546309377,0.138990772475388,5.04708225827804
2016-03-31,LON SJ Equity,539555265,17.5253627148564,-1797.56663314808
2016-03-31,MEI SJ Equity,9522471937,0.143094445606823,4.71670960629163
2016-03-31,MMI SJ Equity,2665914625,0.641137397699278,7.58589154062909
2016-03-31,MND SJ Equity,9348553729,0.352386140251711,7.27470076291483
2016-03-31,MNP SJ Equity,9348553729,0.354115880325126,7.34296267838937
